,Unnamed: 0,TOKEN,GROUP#1,GROUP#2,TIME,variable,value,choice_let,situation,alt1.discount,alt2.discount,alt3.discount,Block,alt1.a_0,alt1.a_1,alt1.a_2,alt1.a_3,alt1.a_4,alt1.b_0,alt1.b_1,alt1.b_2,alt1.c_0,alt1.c_1,alt1.c_2,alt1.d_0,alt1.d_1,alt1.d_2,alt1.d_3,alt2.a_0,alt2.a_1,alt2.a_2,alt2.a_3,alt2.a_4,alt2.b_0,alt2.b_1,alt2.b_2,alt2.c_0,alt2.c_1,alt2.c_2,alt2.d_0,alt2.d_1,alt2.d_2,alt2.d_3,alt3.a_0,alt3.a_1,alt3.a_2,alt3.a_3,alt3.a_4,alt3.b_0,alt3.b_1,alt3.b_2,alt3.c_0,alt3.c_1,alt3.c_2,alt3.d_0,alt3.d_1,alt3.d_2,alt3.d_3,asc.4,alt4.a_0,alt4.b_0,alt4.c_0,alt4.d_0,alt4.a_1,alt4.a_2,alt4.a_3,alt4.a_4,alt4.b_1,alt4.b_2,alt4.c_1,alt4.c_2,alt4.d_1,alt4.d_2,alt4.d_3,alt4.discount,alt1.discount_log,alt2.discount_log,alt3.discount_log,alt4.discount_log,choice
222,367,491c1c44-806b-4c7a-8b6a-075d1be11eb4,Z RODO,Blok 1,00:16:27.405337,(7)(-) n Opcja bez rabatu: 30zł,1.0,SQ,7,3,9,9,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,False,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.1972245773362196,0.0,4
223,426,491c1c44-806b-4c7a-8b6a-075d1be11eb4,Z RODO,Blok 1,00:16:27.405337,"(8)(2,0,2,3,2) n Opcja C",1.0,C,8,3,6,9,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,False,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.1972245773362196,0.0,3
568,34,49ca49c6-659e-47ef-a413-9638146e8da2,Z RODO,Blok 2,00:07:00.584048,"(1)(3,0,0,2,1) n Opcja B",1.0,B,1,9,6,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.791759469228055,1.0986122886681098,0.0,2
569,161,49ca49c6-659e-47ef-a413-9638146e8da2,Z RODO,Blok 2,00:07:00.584048,"(2)(2,0,1,3,0) n Opcja C",1.0,C,2,9,12,3,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.4849066497880004,1.0986122886681098,0.0,3
570,288,49ca49c6-659e-47ef-a413-9638146e8da2,Z RODO,Blok 2,00:07:00.584048,"(3)(4,2,1,1,0) n Opcja B",1.0,B,3,3,3,12,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.4849066497880004,0.0,2
571,415,49ca49c6-659e-47ef-a413-9638146e8da2,Z RODO,Blok 2,00:07:00.584048,"(4)(4,0,0,1,2) n Opcja C",1.0,C,4,3,3,9,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.1972245773362196,0.0,3
572,542,49ca49c6-659e-47ef-a413-9638146e8da2,Z RODO,Blok 2,00:07:00.584048,"(5)(0,0,2,2,2) n Opcja B",1.0,B,5,6,9,9,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,2.1972245773362196,2.1972245773362196,0.0,2
573,669,49ca49c6-659e-47ef-a413-9638146e8da2,Z RODO,Blok 2,00:07:00.584048,"(6)(2,2,2,2,3) n Opcja C",1.0,C,6,3,9,12,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.4849066497880004,0.0,3
574,796,49ca49c6-659e-47ef-a413-9638146e8da2,Z RODO,Blok 2,00:07:00.584048,"(7)(0,2,2,1,0) n Opcja B",1.0,B,7,9,3,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,2
575,923,49ca49c6-659e-47ef-a413-9638146e8da2,Z RODO,Blok 2,00:07:00.584048,"(8)(2,2,2,1,3) n Opcja C",1.0,C,8,6,3,12,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.0986122886681098,2.4849066497880004,0.0,3
224,14,49e9154d-a7f1-4380-8532-38b15693b2f3,BEZ RODO,Blok 2,00:02:08.893215,"(1)(1,0,1,3,0) n Opcja C",1.0,C,1,9,3,3,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,False,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,3
225,53,49e9154d-a7f1-4380-8532-38b15693b2f3,BEZ RODO,Blok 2,00:02:08.893215,"(2)(3,0,0,2,0) n Opcja C",1.0,C,2,12,6,3,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,False,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.791759469228055,1.0986122886681098,0.0,3
226,92,49e9154d-a7f1-4380-8532-38b15693b2f3,BEZ RODO,Blok 2,00:02:08.893215,"(3)(4,0,1,2,1) n Opcja B",1.0,B,3,3,6,6,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,False,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,1.791759469228055,0.0,2
227,131,49e9154d-a7f1-4380-8532-38b15693b2f3,BEZ RODO,Blok 2,00:02:08.893215,"(4)(0,2,0,3,1) n Opcja B",1.0,B,4,3,6,12,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.4849066497880004,0.0,2
228,170,49e9154d-a7f1-4380-8532-38b15693b2f3,BEZ RODO,Blok 2,00:02:08.893215,"(5)(2,2,0,2,1) n Opcja C",1.0,C,5,3,12,6,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,False,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,1.791759469228055,0.0,3
229,209,49e9154d-a7f1-4380-8532-38b15693b2f3,BEZ RODO,Blok 2,00:02:08.893215,"(6)(4,1,2,2,3) n Opcja B",1.0,B,6,6,12,9,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,False,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,2.4849066497880004,2.1972245773362196,0.0,2
230,248,49e9154d-a7f1-4380-8532-38b15693b2f3,BEZ RODO,Blok 2,00:02:08.893215,"(7)(4,0,0,1,2) n Opcja B",1.0,B,7,3,9,9,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,False,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.1972245773362196,0.0,2
231,287,49e9154d-a7f1-4380-8532-38b15693b2f3,BEZ RODO,Blok 2,00:02:08.893215,"(8)(2,2,1,1,3) n Opcja C",1.0,C,8,6,3,12,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,False,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.0986122886681098,2.4849066497880004,0.0,3
576,35,4a4992b4-fd07-4df5-a046-564e48964d6d,Z RODO,Blok 2,00:20:09.415791,"(1)(0,2,0,3,2) n Opcja A",1.0,A,1,9,6,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.791759469228055,1.0986122886681098,0.0,1
577,162,4a4992b4-fd07-4df5-a046-564e48964d6d,Z RODO,Blok 2,00:20:09.415791,"(2)(4,1,2,1,3) n Opcja B",1.0,B,2,9,12,3,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.4849066497880004,1.0986122886681098,0.0,2
578,289,4a4992b4-fd07-4df5-a046-564e48964d6d,Z RODO,Blok 2,00:20:09.415791,"(3)(3,2,1,3,3) n Opcja C",1.0,C,3,3,3,12,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.4849066497880004,0.0,3
579,416,4a4992b4-fd07-4df5-a046-564e48964d6d,Z RODO,Blok 2,00:20:09.415791,"(4)(4,0,0,1,2) n Opcja C",1.0,C,4,3,3,9,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.1972245773362196,0.0,3
580,543,4a4992b4-fd07-4df5-a046-564e48964d6d,Z RODO,Blok 2,00:20:09.415791,"(5)(4,2,0,3,1) n Opcja A",1.0,A,5,6,9,9,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,2.1972245773362196,2.1972245773362196,0.0,1
581,670,4a4992b4-fd07-4df5-a046-564e48964d6d,Z RODO,Blok 2,00:20:09.415791,"(6)(2,2,2,2,3) n Opcja C",1.0,C,6,3,9,12,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.4849066497880004,0.0,3
582,797,4a4992b4-fd07-4df5-a046-564e48964d6d,Z RODO,Blok 2,00:20:09.415791,"(7)(0,2,2,1,0) n Opcja B",1.0,B,7,9,3,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,2
583,924,4a4992b4-fd07-4df5-a046-564e48964d6d,Z RODO,Blok 2,00:20:09.415791,"(8)(2,2,2,1,3) n Opcja C",1.0,C,8,6,3,12,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.0986122886681098,2.4849066497880004,0.0,3
88,7,4a849c87-f42f-4ab1-aa9d-1a4e1f30557e,Z RODO,Blok 1,00:08:38.26907,"(1)(4,1,0,2,3) n Opcja B",1.0,B,1,12,12,6,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,False,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,2.4849066497880004,1.791759469228055,0.0,2
89,30,4a849c87-f42f-4ab1-aa9d-1a4e1f30557e,Z RODO,Blok 1,00:08:38.26907,"(2)(2,1,2,3,3) n Opcja C",1.0,C,2,3,6,12,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,False,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.4849066497880004,0.0,3
90,53,4a849c87-f42f-4ab1-aa9d-1a4e1f30557e,Z RODO,Blok 1,00:08:38.26907,"(3)(2,2,0,0,1) n Opcja A",1.0,A,3,6,6,9,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,True,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.791759469228055,2.1972245773362196,0.0,1
91,76,4a849c87-f42f-4ab1-aa9d-1a4e1f30557e,Z RODO,Blok 1,00:08:38.26907,"(4)(2,2,0,3,0) n Opcja B",1.0,B,4,9,3,12,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,False,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,2.4849066497880004,0.0,2
92,99,4a849c87-f42f-4ab1-aa9d-1a4e1f30557e,Z RODO,Blok 1,00:08:38.26907,"(5)(1,2,0,1,2) n Opcja B",1.0,B,5,6,9,9,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,False,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,2.1972245773362196,2.1972245773362196,0.0,2
93,122,4a849c87-f42f-4ab1-aa9d-1a4e1f30557e,Z RODO,Blok 1,00:08:38.26907,"(6)(4,2,2,0,0) n Opcja A",1.0,A,6,3,12,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,False,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,1.0986122886681098,0.0,1
94,145,4a849c87-f42f-4ab1-aa9d-1a4e1f30557e,Z RODO,Blok 1,00:08:38.26907,"(7)(1,0,0,1,3) n Opcja A",1.0,A,7,12,3,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,False,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.0986122886681098,1.791759469228055,0.0,1
95,168,4a849c87-f42f-4ab1-aa9d-1a4e1f30557e,Z RODO,Blok 1,00:08:38.26907,(8)(-) n Opcja bez rabatu: 30zł,1.0,SQ,8,9,9,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,True,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.1972245773362196,1.0986122886681098,0.0,4
584,36,4bce1752-5f45-4d51-aca2-570d6b33a9bf,Z RODO,Blok 2,00:03:23.60339,"(1)(0,2,0,3,2) n Opcja A",1.0,A,1,9,6,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.791759469228055,1.0986122886681098,0.0,1
585,163,4bce1752-5f45-4d51-aca2-570d6b33a9bf,Z RODO,Blok 2,00:03:23.60339,"(2)(1,2,0,0,2) n Opcja A",1.0,A,2,9,12,3,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.4849066497880004,1.0986122886681098,0.0,1
586,290,4bce1752-5f45-4d51-aca2-570d6b33a9bf,Z RODO,Blok 2,00:03:23.60339,"(3)(4,2,1,1,0) n Opcja B",1.0,B,3,3,3,12,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.4849066497880004,0.0,2
587,417,4bce1752-5f45-4d51-aca2-570d6b33a9bf,Z RODO,Blok 2,00:03:23.60339,"(4)(0,2,2,0,0) n Opcja A",1.0,A,4,3,3,9,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.1972245773362196,0.0,1
588,544,4bce1752-5f45-4d51-aca2-570d6b33a9bf,Z RODO,Blok 2,00:03:23.60339,"(5)(4,2,0,3,1) n Opcja A",1.0,A,5,6,9,9,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,2.1972245773362196,2.1972245773362196,0.0,1
589,671,4bce1752-5f45-4d51-aca2-570d6b33a9bf,Z RODO,Blok 2,00:03:23.60339,(6)(-) n Opcja bez rabatu: 30zł,1.0,SQ,6,3,9,12,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.4849066497880004,0.0,4
590,798,4bce1752-5f45-4d51-aca2-570d6b33a9bf,Z RODO,Blok 2,00:03:23.60339,"(7)(0,2,2,1,0) n Opcja B",1.0,B,7,9,3,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,2
591,925,4bce1752-5f45-4d51-aca2-570d6b33a9bf,Z RODO,Blok 2,00:03:23.60339,(8)(-) n Opcja bez rabatu: 30zł,1.0,SQ,8,6,3,12,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.0986122886681098,2.4849066497880004,0.0,4
232,15,4c3c8289-83cc-4404-b8e1-f3883e71c2b7,BEZ RODO,Blok 2,00:15:48.757354,"(1)(2,1,1,2,0) n Opcja B",1.0,B,1,9,3,3,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,False,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,2
233,54,4c3c8289-83cc-4404-b8e1-f3883e71c2b7,BEZ RODO,Blok 2,00:15:48.757354,"(2)(3,0,0,2,0) n Opcja C",1.0,C,2,12,6,3,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,False,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,1.791759469228055,1.0986122886681098,0.0,3
234,93,4c3c8289-83cc-4404-b8e1-f3883e71c2b7,BEZ RODO,Blok 2,00:15:48.757354,"(3)(4,0,1,2,1) n Opcja B",1.0,B,3,3,6,6,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,False,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,1.791759469228055,0.0,2
235,132,4c3c8289-83cc-4404-b8e1-f3883e71c2b7,BEZ RODO,Blok 2,00:15:48.757354,"(4)(0,2,0,3,1) n Opcja B",1.0,B,4,3,6,12,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,False,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.791759469228055,2.4849066497880004,0.0,2
236,171,4c3c8289-83cc-4404-b8e1-f3883e71c2b7,BEZ RODO,Blok 2,00:15:48.757354,"(5)(4,1,2,1,3) n Opcja B",1.0,B,5,3,12,6,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,False,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.4849066497880004,1.791759469228055,0.0,2
237,210,4c3c8289-83cc-4404-b8e1-f3883e71c2b7,BEZ RODO,Blok 2,00:15:48.757354,"(6)(4,1,2,2,3) n Opcja B",1.0,B,6,6,12,9,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,False,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,2.4849066497880004,2.1972245773362196,0.0,2
238,249,4c3c8289-83cc-4404-b8e1-f3883e71c2b7,BEZ RODO,Blok 2,00:15:48.757354,"(7)(4,0,0,1,2) n Opcja B",1.0,B,7,3,9,9,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,False,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,2.1972245773362196,2.1972245773362196,0.0,2
239,288,4c3c8289-83cc-4404-b8e1-f3883e71c2b7,BEZ RODO,Blok 2,00:15:48.757354,"(8)(4,0,1,3,1) n Opcja A",1.0,A,8,6,3,12,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,False,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.0986122886681098,2.4849066497880004,0.0,1
592,37,4d3d8e2e-fc2f-4f3e-ae49-007bc9494313,BEZ RODO,Blok 1,00:02:34.9488,"(1)(4,0,1,1,0) n Opcja B",1.0,B,1,3,3,9,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.1972245773362196,0.0,2
593,156,4d3d8e2e-fc2f-4f3e-ae49-007bc9494313,BEZ RODO,Blok 1,00:02:34.9488,"(2)(2,0,2,3,0) n Opcja B",1.0,B,2,9,3,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,2
594,275,4d3d8e2e-fc2f-4f3e-ae49-007bc9494313,BEZ RODO,Blok 1,00:02:34.9488,"(3)(1,1,1,1,2) n Opcja B",1.0,B,3,9,9,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,2.1972245773362196,1.0986122886681098,0.0,2
595,394,4d3d8e2e-fc2f-4f3e-ae49-007bc9494313,BEZ RODO,Blok 1,00:02:34.9488,"(4)(3,0,2,1,2) n Opcja B",1.0,B,4,12,9,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004,2.1972245773362196,1.0986122886681098,0.0,2
